??    1215.6701 0.416400  6.265E8  1.00 No ID !! MUST BE HERE Version:18.11.04
NiII  1703.4119 0.0060   5.00e8 M03g
NiII  1502.148 0.01330   3.932E7   M91 prob wrong
NiII  1467.756 0.00990  2.30E7  M03
NiII  1467.259 0.00630  2.93E7  M03
NiII  1454.842 0.0323  1.02E8   M03
NiII  1393.324 0.0101  3.47E7   M03 
NiII  1370.132 0.056   4.10e8   fik from 1331+170 M03 was f=0.0769  
NiII  1317.217 0.057   4.205e8  Prochaska & 1331+170  M91 was 0.07786
CuII  1367.9509 0.179 6.23e8 63.546  M03g
CuII  1358.773 0.263  7.20e8  M03g 
ZnII  2062.66045 0.246  3.86e8   65.39 M03g  w:MN,300,131 
ZnII  2026.13709 0.501  4.07e8   M03g w:MN,300,131
GaII  1414.402 1.77000   1.97e9   69.723  M03g
GeII  1602.4863 0.144 1.06E9    72.61   M01g abund=115
GeII  1237.0591 1.230 2.68e9    M01
GeII  1164.272  0.280 1.38e9    M01
SeI   1530.457  0.260 5.28e8 80 M01  abund=67
SeI   1405.382  0.105 2.54e8  M01
SeI   1353.899  0.0503 1.31e8 M01
SeII  1049.648  0.0823 9.96e8 M01
SeII  1033.556  0.165  1.03e9 M01
SeII  1013.434  0.263  1.14e9 M01
KrI   1235.8380 0.204 2.98e8 84 M01g abund=47
KrI   1164.8672 0.188 3.09e8    M01g
SrI   4608.617  2.01  2.10e8 88 M01g abund=27
SrI   2570.238  0.0166 2.21e8 M01g
SrI   2428.828  0.0468 1.83e8 M01g
SrI   2355.029  0.0479 1.92e7 M01
SrI   2307.974  0.0288 1.20e7 M01
SrII  4216.707  0.334  1.35e8 M01g
SrII  4078.861  0.701  1.50e8 M01g
SrII  1793.088  0.0056   1e8    M01 f Kurucz
SrII  1783.870  0.00069   1e8    M01 f Kurucz
ZrII  3573.4879 0.167   1e8  89 M01 f Kurucz abund=6.8
ZrII  3389.2675 0.065   1e8     M01 f Kurucz
ZrII  3358.2263 0.046   1e8     M01 f Kurucz
ZrII  3273.1651 0.050   1e8     M01 f Kurucz
